,idx,fuel_kg,mtow,mlw,oew,mfc,vmo,mmo,ceiling,pax_max,pax_low,pax_high,fuselage_length,fuselage_height,fuselage_width,wing_area,wing_span,wing_mac,wing_sweep,wing_t/c,flaps_area,flaps_bf/b,flaps_cf/c,flaps_Sf/S,cruise_mach,cruise_range,drag_cd0,drag_k,drag_e,drag_gears,fuel_fuel_coef,limits_MTOW,limits_MLW,limits_OEW,limits_MFC,limits_VMO,limits_MMO,limits_ceiling,clean_e,origin_longitude,origin_latitude,origin_elevation,origin_RWY_1_HEADING_a,origin_RWY_1_HEADING_b,origin_RWY_1_LENGTH,origin_RWY_2_HEADING_a,origin_RWY_2_HEADING_b,origin_RWY_2_LENGTH,origin_RWY_3_HEADING_a,origin_RWY_3_HEADING_b,origin_RWY_3_LENGTH,origin_RWY_4_HEADING_a,origin_RWY_4_HEADING_b,origin_RWY_4_LENGTH,origin_RWY_5_HEADING_a,origin_RWY_5_HEADING_b,origin_RWY_5_LENGTH,origin_RWY_6_HEADING_a,origin_RWY_6_HEADING_b,origin_RWY_6_LENGTH,origin_RWY_7_HEADING_a,origin_RWY_7_HEADING_b,origin_RWY_7_LENGTH,origin_RWY_8_HEADING_a,origin_RWY_8_HEADING_b,origin_RWY_8_LENGTH,destination_longitude,destination_latitude,destination_elevation,destination_RWY_1_HEADING_a,destination_RWY_1_HEADING_b,destination_RWY_1_LENGTH,destination_RWY_2_HEADING_a,destination_RWY_2_HEADING_b,destination_RWY_2_LENGTH,destination_RWY_3_HEADING_a,destination_RWY_3_HEADING_b,destination_RWY_3_LENGTH,destination_RWY_4_HEADING_a,destination_RWY_4_HEADING_b,destination_RWY_4_LENGTH,destination_RWY_5_HEADING_a,destination_RWY_5_HEADING_b,destination_RWY_5_LENGTH,destination_RWY_6_HEADING_a,destination_RWY_6_HEADING_b,destination_RWY_6_LENGTH,destination_RWY_7_HEADING_a,destination_RWY_7_HEADING_b,destination_RWY_7_LENGTH,destination_RWY_8_HEADING_a,destination_RWY_8_HEADING_b,destination_RWY_8_LENGTH,LF1,LF2,parked_fraction,takeoff_fraction,climb_fraction,cruise_fraction,descent_fraction,approach_fraction,landing_fraction,taxiing_fraction,takeoff_delta,landing_delta,mean_time_in_air,segment_duration_s,segment_distance_km,mean_vertical_rate,starting_altitude,ending_altitude,altitude_difference,std_vertical_rate,mean_track,std_track,num_trajectory_points,points_per_second
idx,1.0,-0.1246641864803698,-0.07467580267615988,-0.0707147495481233,-0.06948363842327161,-0.06284902106908796,-0.035032867053665304,-0.07775524548755235,-0.09946347987640586,-0.07018916965316233,-0.08655233992751529,-0.09041518016904655,-0.07882490718355674,-0.05873625811605906,-0.06206936470444028,-0.06681645012184134,-0.060387129315173205,-0.0600121356858532,-0.0711896273119853,0.11621742085920987,-0.17195497348077843,0.08660120124280622,0.08787277456821878,0.09393168072138582,-0.07889134496103119,-0.050340046528347795,-0.058022428578390156,-0.12510893071015985,0.02916319631288034,0.040608543469307944,-0.021726287193838338,-0.07467580267615988,-0.0707147495481233,-0.06948363842327161,-0.06284902106908796,-0.035032867053665304,-0.07775524548755235,-0.09946347987640586,-0.11676405300206151,0.04340295584043672,-0.09436222799111861,0.0669772407836924,0.013109132599500691,-0.032044264768873905,0.0718440383134626,0.022057398352383805,-0.04931397229003662,0.059595857078528006,0.10084104778120635,0.007417866961888618,0.15141123409873905,0.01849435445838668,-0.027886476521352566,0.15857768537800027,0.02302437441319341,-0.025407768348053764,0.1661361025068633,0.022226049584393698,-0.03651494434835675,0.16709958010467893,0.013109132599500691,-0.032044264768873905,0.08080757064190276,0.013109132599500691,-0.032044264768873905,0.08080757064190276,-0.009729512579092608,0.02722606355093897,-0.015431242326874647,-0.048809338578079106,0.008833775421505183,0.14737793954545161,0.013471171721612912,0.0015701305336673892,0.15272193989676572,0.15414287793080625,0.11484835818836918,0.09173838750792848,-0.08887895250282389,-0.020454497487883184,-0.008360131193469258,-0.06552874375498738,-0.002075484849684176,0.1889719293374211,0.010765708622133541,-0.05701569188176536,0.2557693142708116,-0.048809338578079106,0.008833775421505183,0.13146920642281296,-0.048809338578079106,0.008833775421505183,0.13146920642281296,-0.059822061843355735,-0.17195049670262097,,,-0.16997145320472723,0.22985125476857352,-0.057395469479172394,-0.009904068602061115,,,0.07997740816113799,-0.10657797292837279,0.07579413224149548,-0.10271932100878672,-0.10456214627246305,-0.12824664021543328,0.10345034540815719,0.09621282603414512,-0.0040289825174235775,-0.01796284571111567,-0.04273981599955687,-0.10830706477936587,-0.0012953079545482637,0.019208855218545127
fuel_kg,-0.1246641864803698,1.0,0.5467400081986765,0.5388437802706499,0.5330964951325494,0.5220029342573066,-0.02737909223817802,0.48479884099545045,0.5005423311036459,0.5411017822799886,0.5687426466269961,0.5860337443784789,0.5398890194526761,0.4989953929235086,0.5060252376310732,0.503620217599727,0.4972997661306259,0.5401556444481883,0.4850237973670836,-0.4954556738789911,0.5632792470374673,-0.08206357095463926,-0.39052911191204115,-0.3954628394709719,0.47927396818853696,0.46953924051601026,0.5389196023804637,0.4876877260304392,-0.5021039750621092,-0.38669387769736563,0.1429720741864724,0.5467400081986765,0.5388437802706499,0.5330964951325494,0.5220029342573066,-0.02737909223817802,0.48479884099545045,0.5005423311036459,-0.030075605237229134,0.28535658082589727,-0.11346559575700628,-0.1603696407994508,0.11810629826950383,-0.06419910508920769,0.11946583541712295,0.05882069494598981,0.13392962773263742,0.11018264809287165,-0.023042994584845142,0.07219303763336724,0.10019075661518277,0.12628205863771128,-0.054117213053980824,0.12026030865635398,0.12486972063497676,-0.058683785487008686,0.085389383590262,0.0013087414880446737,0.07358458836582522,-0.013819511642771115,0.11810629826950383,-0.06419910508920769,0.140967052222227,0.11810629826950383,-0.06419910508920769,0.140967052222227,0.26857177562026796,-0.22578862978335937,-0.1358002142929861,0.21342543074552237,0.07807792009285858,0.09264115891031081,0.19391476903620605,0.14042040835936642,0.023520298645681954,0.14055410295815668,0.08202700177755744,0.03624850108666719,0.24393277063130372,0.10821845601061104,0.1760722050628769,0.22974097948202668,0.0896936687148778,0.08966251791830246,0.1861101208134483,0.12942946331772437,0.04900780382829843,0.21342543074552237,0.07807792009285858,0.11960766642445686,0.21342543074552237,0.07807792009285858,0.11960766642445686,-0.01563666222408563,0.10141980719877984,,,-0.016154221647514927,0.1232724459385023,-0.14609817279707607,-0.07503776501130961,,,0.32305069285711513,0.2629820625254075,0.3477461112721273,0.8799842647300654,0.8853473467820584,0.08142514856555834,0.1566230197835983,0.17230050359073826,0.05678225924912891,-0.16099501878097403,-0.14777080018323976,-0.07361881505796676,0.07397559798134686,-0.370229781163634
mtow,-0.07467580267615988,0.5467400081986765,1.0,0.9993258493655238,0.9993561880163603,0.9941495738751737,0.16206889492510493,0.9733582972149977,0.9338592126362096,0.9961955634667972,0.9813022369010942,0.9755531701947177,0.9959634028003858,0.9870621092049368,0.9926780995847989,0.9939551068830913,0.9926413016055992,0.9297066735954812,0.9828680183786436,-0.9070073332071219,0.6249462070175398,-0.31439498229457985,-0.849904820493047,-0.8512042639550831,0.976601239475919,0.9720318916977476,0.8800716441696657,0.8712348444968275,-0.7328275308162246,-0.940016630674273,0.5137672188704492,1.0,0.9993258493655238,0.9993561880163603,0.9941495738751737,0.16206889492510493,0.9733582972149977,0.9338592126362096,0.15493391383543176,0.6148886343457908,-0.06224484969074748,-0.16397438404804573,0.3076157334909305,0.16747496912607157,0.314286542878788,0.3042004205720432,0.36445724400850893,0.24631839854184792,0.2140999001092828,0.28839756371887015,0.31549080826871506,0.3461721845127655,0.20615474027238087,0.2809514920135269,0.3226504643069735,0.18009489898138176,0.3059693157799251,0.25720889898054816,0.2701436918735118,0.2228393141602519,0.3076157334909305,0.16747496912607157,0.35553625408618966,0.3076157334909305,0.16747496912607157,0.35553625408618966,0.6689190108590158,-0.45327185304641965,-0.1368915497202863,0.2974391621134263,-0.07951892755254866,0.23575293545671466,0.3396307910898334,0.26020688803345127,0.09457946526628759,0.2571659325254233,0.16772783566068097,0.16625328218556115,0.42817941079055133,0.020430602455737912,0.48494677202635433,0.3278386524056827,-0.05956762256200522,0.2787359312214135,0.27585983992109386,-0.03944284098370918,0.23350357753911077,0.2974391621134263,-0.07951892755254866,0.2679881834826518,0.2974391621134263,-0.07951892755254866,0.2679881834826518,-0.09428938465713022,0.32535592253378726,,,-0.06728410499678954,0.2167402026366929,-0.20523776752404035,-0.10515188214242999,,,0.5674154816776434,0.6263965485584567,0.5735176203712473,0.28517889115820516,0.32540047531824584,0.06981578268883575,0.31348795227144405,0.32889358125388996,0.0760247533234541,-0.31806595472505544,-0.24644114280037477,-0.16627299751162414,-0.3032723873441085,-0.5992229571432623
mlw,-0.0707147495481233,0.5388437802706499,0.9993258493655238,1.0,0.9991732292249843,0.9964598390695338,0.17177341156183357,0.9731341678439906,0.9252847829787948,0.9969603673357642,0.9757466925386065,0.9691254967604843,0.9952749399223487,0.9880188594393017,0.9942615567529135,0.9940352025933096,0.994261386147383,0.937413743693189,0.9836063628230151,-0.8988040516013133,0.6155592558717261,-0.3253701761796698,-0.8544897606374525,-0.855793686828153,0.9758800966584446,0.9718081514990998,0.8814219763410148,0.8689590033259429,-0.7367740681827901,-0.9423271441634501,0.5390983780163879,0.9993258493655235,1.0,0.9991732292249843,0.9964598390695338,0.17177341156183357,0.9731341678439906,0.9252847829787948,0.16023593133596892,0.6144725051717006,-0.057922197085827916,-0.15959919108647752,0.30485435776898556,0.1628271267755105,0.31547274505829087,0.3000477308326039,0.36221265306482636,0.2456051665037416,0.2078372687048983,0.2847549714866664,0.3160953974140278,0.3440548152863203,0.20183548464342205,0.28612337963812456,0.31998096411169374,0.17548325710777335,0.3055551371826215,0.25296047411082084,0.267040615263422,0.2209267226313374,0.30485435776898556,0.1628271267755105,0.3571399084302578,0.30485435776898556,0.1628271267755105,0.3571399084302578,0.6659925447115914,-0.4480691083997722,-0.13426589404287054,0.2947395642658636,-0.07572576468945934,0.23528659524900142,0.34273212263760433,0.26441867890154114,0.0988095625467567,0.2580617043834065,0.1700159047759695,0.17066867157461912,0.42632435096536847,0.024761939404419394,0.4866836377224209,0.32519635016864934,-0.05571976758293236,0.27853831433456216,0.274950943395622,-0.03712271606422615,0.23413355150046908,0.2947395642658636,-0.07572576468945934,0.26778227214547906,0.2947395642658636,-0.07572576468945934,0.26778227214547906,-0.09633127065870357,0.328759490561354,,,-0.06946048333776479,0.21483981950588993,-0.20278363030680896,-0.10472343801465031,,,0.5690910514199757,0.6242972149914812,0.5750656612697497,0.2788568379398244,0.318962405343826,0.06683421708726768,0.31374081561346506,0.328007023550717,0.07337750735592966,-0.31694916136425205,-0.24430818418944672,-0.16594212381912782,-0.3034892502777148,-0.5993811842397027
oew,-0.06948363842327161,0.5330964951325494,0.9993561880163603,0.9991732292249843,1.0,0.995555596149947,0.16896525271790258,0.976206931756028,0.9341233228838636,0.9955492963259024,0.9775111789935654,0.9705079220111109,0.9946725349624763,0.9909391826639976,0.9957074978235539,0.9965754755999641,0.9959984488913145,0.9275560850735841,0.9861718985301109,-0.9053767943957153,0.6107912966271527,-0.3115978038954489,-0.8491281665933311,-0.8500313074208038,0.9792806124004627,0.977770428849236,0.871529625331593,0.8644733365716605,-0.7214898076338208,-0.9493709106698835,0.5251038416427011,0.9993561880163603,0.9991732292249844,1.0,0.995555596149947,0.16896525271790258,0.976206931756028,0.9341233228838636,0.1653939351808737,0.6116738829855877,-0.06342037531292091,-0.16104482888231794,0.3077695890965349,0.16878680864378012,0.31829892324750453,0.3042800192925353,0.36229039872164315,0.24945705065018062,0.21574917107019315,0.28737502055118375,0.31726040444182185,0.34461666961793236,0.20629904619275669,0.2813086524569446,0.3230274757576087,0.1815545310773506,0.31130007651850317,0.26062316085020004,0.2684016558565572,0.22964661934068328,0.3077695890965349,0.16878680864378012,0.35991147431361076,0.3077695890965349,0.16878680864378012,0.35991147431361076,0.6668574712918072,-0.4561072206820033,-0.13155699652642913,0.2906872016074298,-0.07891778284604653,0.2401792663893302,0.3365828282842116,0.2563468059674127,0.09781256998272743,0.2568024480445633,0.16619623608807288,0.1689854905160189,0.42110244437050887,0.020565320278650493,0.4869692218361951,0.3210050974992106,-0.05903244416358532,0.2842355357758577,0.27418549148021065,-0.04447336184695921,0.241753515403273,0.2906872016074298,-0.07891778284604653,0.2715591941161702,0.2906872016074298,-0.07891778284604653,0.2715591941161702,-0.10147798453570711,0.33022645866136535,,,-0.06507561031681508,0.21608461466376647,-0.2050476296437858,-0.10624023637996977,,,0.5722835391552966,0.6282949846734902,0.5780662543270778,0.27595042032633893,0.31724980838270317,0.06939241257361975,0.31627081517519656,0.33212646153783115,0.07743540878108109,-0.31967178513365635,-0.25070983849553763,-0.16711186259607838,-0.30426453971934464,-0.5968011456834799
mfc,-0.06284902106908796,0.5220029342573066,0.9941495738751737,0.9964598390695338,0.995555596149947,1.0,0.18702270375666022,0.9693125755482124,0.9077022672116878,0.9950063812094501,0.9612687072376184,0.9540689915039667,0.9866516844189359,0.9871539613061949,0.9943095040149328,0.9905622020894873,0.9936992570620419,0.9533802687446234,0.9811972159728969,-0.8806839748649585,0.6232647120853776,-0.3444263272051364,-0.8547368135000897,-0.8554828535148393,0.9701541742893447,0.973780866977427,0.8610198170508808,0.8469778750947644,-0.7160144443447136,-0.9444937238673358,0.5943022548866954,0.9941495738751737,0.9964598390695338,0.995555596149947,1.0,0.18702270375666022,0.9693125755482124,0.9077022672116878,0.19944517766426537,0.5964554295062081,-0.05478240085198171,-0.13943043605348918,0.2999046288768456,0.14030957815529121,0.32535118988183553,0.29108922694154665,0.35049697446376704,0.2538402773003601,0.19572609071961122,0.27105595227021256,0.32546553128473477,0.3365756625331564,0.177350113152509,0.29975355847041507,0.31504204680646036,0.1529316064628843,0.3152361398758095,0.24257970414602897,0.24807977801647133,0.22655933052827837,0.2999046288768456,0.14030957815529121,0.36550823473657873,0.2999046288768456,0.14030957815529121,0.36550823473657873,0.6440767500800584,-0.4344050310102148,-0.11447493835600972,0.2832295006356775,-0.08167558423862936,0.23824564061013398,0.34466825984799304,0.26662386568513874,0.11744024201146692,0.25486248995032645,0.16792890645122918,0.18015252616153093,0.41357628109088307,0.01744105234050446,0.49031383015574,0.3140747952537705,-0.06148451103379225,0.286148743173243,0.2643832398983122,-0.04486774399468388,0.24327078323332357,0.2832295006356775,-0.08167558423862936,0.26974645069358133,0.2832295006356775,-0.08167558423862936,0.26974645069358133,-0.10551515346403006,0.34170505705804066,,,-0.06519381710674697,0.2171850507650112,-0.20274886366596434,-0.11165697048530994,,,0.5793788665995755,0.6218662752668117,0.5846709567560434,0.2617591254370208,0.30387145239556645,0.0644946792649367,0.3196967987061811,0.3341370387723225,0.07453461017670221,-0.3212829471484373,-0.23938912692898465,-0.1701665351037099,-0.3100854778435488,-0.5922534733134797
vmo,-0.035032867053665304,-0.02737909223817802,0.16206889492510493,0.17177341156183357,0.16896525271790258,0.18702270375666022,1.0,0.35474172202694665,0.3219852409445352,0.16480911797237968,0.05850233539530713,0.019641738063012917,0.13304333065534302,0.24341551851964727,0.22536098924589362,0.17883133988231079,0.1953375195616007,0.20718910604157917,0.3047167525866183,-0.40764662887290415,0.31158053222525633,-0.10462296051484031,-0.20394383111982334,-0.20296179670344017,0.29192206038352403,0.26021841791624584,-0.11828826498055087,0.06225858572680863,0.28832826047689414,-0.2527948475782915,0.35657987500921573,0.16206889492510496,0.1717734115618337,0.1689652527179026,0.18702270375666025,1.0,0.35474172202694665,0.3219852409445352,0.7513042571270248,-0.009970855374570795,-0.10347841173507966,0.2053811396027455,0.1974257209834966,0.06545793378131255,0.07973519930604205,0.12226554165699137,0.12333902791374597,0.09822880607454927,0.15101212333151878,0.14009127477284689,0.12582313628188946,0.17959043786731152,0.0609284208709795,0.11062236835285975,0.19382338531781385,0.06485794258587817,0.02179574292427176,0.22740473841307837,0.045196618508728484,0.007914453210660841,0.1974257209834966,0.06545793378131255,0.08834701644202826,0.1974257209834966,0.06545793378131255,0.08834701644202826,0.01744472712646011,-0.04327750464745661,0.1999608106518191,0.08327258792969769,0.017226870822642567,0.06617730891313724,0.13092160835280664,0.14076090001752994,0.07400332271803531,0.054050484655284135,0.07066156372184546,0.1819182008150851,0.11231355639687014,0.040593579910611036,0.13634949285903947,0.09015718269311455,0.02201068393731953,0.08101484421829924,0.10688021372128985,-0.0016242339702607239,0.08523521396887548,0.08327258792969769,0.017226870822642567,0.07263309388915407,0.08327258792969769,0.017226870822642567,0.07263309388915407,0.0696807351917066,0.25033560973769253,,,0.04092996309854492,-0.01975490721290986,-0.09241732918322895,-0.023684805751530515,,,-0.0553454602176669,0.27860732549243644,-0.05370213593985663,-0.08528817192737849,-0.07945282728387994,0.036367594453193375,0.11366664593040804,0.12690985282795503,0.045703039835570836,-0.09541113530545951,-0.03629253151664353,-0.042853301707159876,-0.11332388716450081,-0.23956725062721088
mmo,-0.07775524548755235,0.48479884099545045,0.9733582972149977,0.9731341678439906,0.976206931756028,0.9693125755482124,0.35474172202694665,1.0,0.9700110248830827,0.96378000956597,0.9369495738678435,0.9203383268556325,0.9637234576183223,0.9840412527464312,0.9835203262472255,0.9812745364321381,0.980231673594309,0.8827740574323283,0.9976126467106161,-0.959400143270616,0.6165312389211294,-0.3223758448750272,-0.8540981658374679,-0.8539563663481599,0.9949549249406439,0.9757301022375758,0.7939431531878255,0.8499312358781677,-0.6042500854038261,-0.9635298987267151,0.5211731978697591,0.9733582972149977,0.9731341678439906,0.9762069317560278,0.9693125755482124,0.35474172202694665,1.0,0.9700110248830827,0.31278815083130573,0.5848633999085535,-0.08130506102757566,-0.11781701777371685,0.33086507409706906,0.19755198788986209,0.3094975721671456,0.32455266925251663,0.37842176518660814,0.25800240469725794,0.2512316385864689,0.31389315330762485,0.32378025492192863,0.36388975564601644,0.2333750271655088,0.2760577078816616,0.34421024167652775,0.20926668813154753,0.2977521560392137,0.3064449239990788,0.2732828815347131,0.22878713454442232,0.33086507409706906,0.19755198788986209,0.3492048627005229,0.33086507409706906,0.19755198788986209,0.3492048627005229,0.6496187520454105,-0.44742044421710336,-0.08557937620893936,0.28693324791521435,-0.0763524981051926,0.24331658516009733,0.33103102049570204,0.2554013119305347,0.09018420945388841,0.24792557235296006,0.16314034572911915,0.1782976271685492,0.41702189581045773,0.02280429843312203,0.48929131752417176,0.3171046275966466,-0.056555153669770056,0.28975872093215677,0.28243454331739587,-0.05460941479319914,0.2537445045265121,0.28693324791521435,-0.0763524981051926,0.27436782757483513,0.28693324791521435,-0.0763524981051926,0.27436782757483513,-0.0875384634574236,0.3682061972992392,,,-0.05154279475299261,0.20276136942174453,-0.2146935408933967,-0.10280820707271573,,,0.5314980576033592,0.6492529672723625,0.5371045790371707,0.24488246526178947,0.28536054809686584,0.07347656477952126,0.32865746801692247,0.34486398831916176,0.079851911560107,-0.3259685530688217,-0.24953766975298347,-0.1658814084813733,-0.3073972956111779,-0.6126603220223629
ceiling,-0.09946347987640586,0.5005423311036459,0.9338592126362096,0.9252847829787948,0.9341233228838636,0.9077022672116878,0.3219852409445352,0.9700110248830827,1.0,0.9123853451074405,0.9281008454494193,0.9141933791431569,0.9255208850591273,0.9391214542013261,0.9325997188862688,0.9406874227029984,0.9291608438632338,0.7778148603208311,0.9586263557859619,-0.9910462527290849,0.6243771360499114,-0.23167093816215098,-0.7936690387775974,-0.7937456696250998,0.9675354804851038,0.9381084019123577,0.7484835822488516,0.8378774582592804,-0.5418259285189765,-0.9169926154946432,0.31767652285774045,0.9338592126362101,0.9252847829787951,0.9341233228838637,0.9077022672116878,0.3219852409445354,0.9700110248830827,1.0,0.2731924967685166,0.568515272313682,-0.109306101910328,-0.147171265363171,0.34255066303108933,0.240374679047224,0.2788034572344715,0.3444383348141744,0.38451112313854113,0.24187460471810157,0.293963586457624,0.33596002479860526,0.29745121406780856,0.36922625245387264,0.27235288231116045,0.21924500945927644,0.35460456833844406,0.2513398907706219,0.2761562354733784,0.3387871894295772,0.2947046296503354,0.22516274250686358,0.34255066303108933,0.240374679047224,0.31637000295388895,0.34255066303108933,0.240374679047224,0.31637000295388895,0.6494554493057884,-0.46710216941939214,-0.10005973442871811,0.28999444076948977,-0.08997802648412334,0.23756562634266665,0.2896669243459513,0.21157481275997955,0.04675896265363897,0.22880669812438237,0.13983264056311237,0.14153571706391857,0.409884382802423,0.0020626225436160173,0.45681505956257223,0.31799877298618223,-0.07166574434725786,0.2766288166412896,0.2812343443477749,-0.06654029880378595,0.23940625316381686,0.28999444076948977,-0.08997802648412334,0.2657180213554492,0.28999444076948977,-0.08997802648412334,0.2657180213554492,-0.06960217844754271,0.3311852995034806,,,-0.03835704302986776,0.19848171909810866,-0.21938032087523246,-0.09572422349911451,,,0.48439168002419286,0.6445076121672911,0.4907895924460574,0.26875998489762676,0.3074614757234099,0.08631983120838513,0.31327972048339275,0.3341184474043501,0.08880079275248043,-0.3167541734011661,-0.25904465196574666,-0.15796285059826834,-0.28666111203213024,-0.5883950889574936
pax_max,-0.07018916965316233,0.5411017822799886,0.9961955634667972,0.9969603673357642,0.9955492963259024,0.9950063812094501,0.16480911797237968,0.96378000956597,0.9123853451074405,1.0,0.9786423180314583,0.9731674938420861,0.9950154303992842,0.9808673831118706,0.9879666240521515,0.9865543705096345,0.9873535686074059,0.9447813639604098,0.9748411368287273,-0.8862519771650076,0.625199505629158,-0.3253437320898246,-0.8473336468217338,-0.8491432345098158,0.96567069839665,0.97244287968988,0.8678421082701409,0.850951294827615,-0.7232953754839637,-0.9290457958374186,0.5487095428852914,0.9961955634667974,0.9969603673357642,0.9955492963259024,0.9950063812094501,0.16480911797237963,0.9637800095659702,0.9123853451074401,0.15608233919242187,0.6183929019132993,-0.05651892725954388,-0.1652938873616414,0.30269527292652115,0.1507575779482006,0.31805142177244633,0.29308711747612537,0.3520490788973374,0.24794140974294726,0.20142822974939456,0.275236647987232,0.31442807106024756,0.3377359084971734,0.1868017690594321,0.2881372303757987,0.3201145182322898,0.16490221590102264,0.313785382606874,0.24869121926036986,0.2605108672712449,0.2253604079071889,0.30269527292652115,0.1507575779482006,0.36662218401581376,0.30269527292652115,0.1507575779482006,0.36662218401581376,0.6667693964845758,-0.4470258793543087,-0.13909383653514806,0.2991720627953081,-0.07498243098525217,0.22589964397067228,0.35346330832654715,0.273241730122946,0.10432138422921526,0.26270891489195464,0.1731134363859605,0.17348823820105222,0.4315636123727227,0.026237341594221135,0.4849082217364746,0.3298548956939341,-0.05481397565913934,0.2731114273659784,0.27551018263682586,-0.032540201957099626,0.22822370654932597,0.2991720627953081,-0.07498243098525217,0.25842346345879624,0.2991720627953081,-0.07498243098525217,0.25842346345879624,-0.09903621607987913,0.32327918407258893,,,-0.06462530510079943,0.2162430994016567,-0.2040584333479116,-0.11342534531807612,,,0.5650131000245251,0.62224169777549,0.5708915477131842,0.27581614901926427,0.31689521041830676,0.07327157181916098,0.31021949114218667,0.3268356464371042,0.07845681169218052,-0.3136088215500176,-0.233228611262011,-0.16984221625586907,-0.31086022448190975,-0.5995875193434974
