,count,mean,min,25%,50%,75%,max,std
idx,132.0,68689.46212121213,1043.0,42764.25,71019.0,97992.5,130770.0,37630.09915402916
start,132,2025-06-06 23:25:49.458704640,2025-04-13 07:54:32.461000,2025-05-11 00:01:21.269250048,2025-06-05 00:50:06.061499904,2025-07-03 23:33:24.736499968,2025-08-13 00:21:21.461000,
end,132,2025-06-06 23:34:00.655946752,2025-04-13 07:59:34.423000,2025-05-11 00:06:21.880250112,2025-06-05 01:05:37.330500096,2025-07-03 23:38:24.818499840,2025-08-13 00:26:22.757000,
fuel_kg,132.0,514.9142424848485,8.164656,99.72076399999973,200.0,409.139984,6699.999999999995,948.7716146324101
takeoff,132,2025-06-06 20:09:16.560605952,2025-04-13 07:54:10,2025-05-10 21:04:54.750000128,2025-06-04 19:16:11,2025-07-03 21:45:54.249999872,2025-08-12 21:14:56,
landed,132,2025-06-07 02:19:09.409090816,2025-04-13 11:37:46,2025-05-11 02:08:16,2025-06-05 04:46:57,2025-07-04 01:45:42.249999872,2025-08-13 03:42:16,
mtow,132.0,139897.72727272726,75500.0,78000.0,79000.0,233000.0,351500.0,90448.62188503565
mlw,132.0,108903.0303030303,62500.0,66000.0,66000.0,183500.0,251300.0,63078.03955987085
oew,132.0,73383.93939393939,40800.0,42600.0,44300.0,120845.0,167800.0,44301.675769272704
mfc,132.0,63243.90151515151,24210.0,26000.0,29700.0,139000.0,181300.0,52866.66986811657
vmo,132.0,356.2878787878788,330.0,340.0,350.0,350.0,515.0,40.876005074933126
mmo,132.0,0.8417424242424243,0.82,0.82,0.82,0.89,0.9,0.03256224133087896
ceiling,132.0,12668.181818181818,12500.0,12500.0,12500.0,13100.0,13100.0,270.514968844957
pax_max,132.0,267.24242424242425,156.0,180.0,194.0,409.5,550.0,116.01961674168446
pax_low,132.0,190.5,110.0,140.0,150.0,227.5,365.0,66.7963179494428
pax_high,132.0,225.93939393939394,140.0,170.0,180.0,267.5,451.0,76.16041302807507
fuselage_length,132.0,46.50833333333333,33.84,37.57,37.57,59.8175,73.86,12.852112439112206
fuselage_height,132.0,4.7111363636363635,3.73,4.14,4.14,5.94,6.2,0.9021244203615322
fuselage_width,132.0,4.55621212121212,3.73,3.95,3.95,5.77,6.2,0.9240861219431795
wing_area,132.0,218.27575757575758,124.0,124.0,124.0,377.0,442.0,139.44377296972561
wing_span,132.0,44.47325757575758,34.32,35.8,35.8,60.3,64.8,12.99779414616083
wing_mac,132.0,4.909766363636362,4.17,4.1935,4.29,6.01357999999999,8.75,1.0528011331008469
wing_sweep,132.0,27.12575757575758,25.0,25.0,25.0,31.9,32.2,3.1517260801493063
wing_t/c,132.0,0.10532606060606042,0.094,0.09672,0.1088799999999998,0.1091999999999997,0.11,0.005877380077589865
